Common Name;Internal Identifier;Relative Entropy;Reference Entity Count;Entity Count;Query Entity Count;Reference Doc Count;Doc Count;Query Doc Count;Entrez Gene Identifier;GO Identifier;KEGG Identifier;ATC Code;Protein Domain;Protein Family;Cytoband;Chromosome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMK1;HS055383;0.0000;727;1;0;272;1;16648;8536;0005737,5634,5524,4683,7049,6913,60999,51149,10976,46827,71902,51835,43393,32880, 0007165;;;;;3p25.3;3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTSR1;HS048518;0.0000;2294;5;0;883;3;16648;4923;0005783,5794,5887,16492, 0008344;04020, 04080;;;;20q13;20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APTX;HS049798;0.0000;1597;5;0;578;2;16648;54840;0000785,5737,5730,5654,3682,3684,33699,3690,3725,46872,8967,46403,8219,6266,6302,31647,42542, 0000012;;;;;9p13.3;9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL32;HS056236;0.0000;3135;3;0;578;2;16648;9235;0005615,7155,6952, 0006955;;;;;16p13.3;16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYTH2;HS056279;0.0000;783;1;0;273;1;16648;9266;0005737,5886,5086,5543,30036,6897,32012, 0030155;;;;;19q13.33;19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIK1;HS042057;0.0000;894;9;0;273;1;16648;150094;0005737,5829,5634,71889,5524,8140,287,4674,43276,55007,7049,7243,32792,45721,122,10868,2000210,46777,7346,10830, 0002028;;;;;21q22.3;21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPNA2;HS047207;0.0000;994;2;0;274;1;16648;3838;0005829,5654,8139,8565,19221,6259,85,19048,6607, 0000018;05164;;;;17q24.2;17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCKDHA;HS038834;0.0000;488;2;0;275;1;16648;593;0005947,3863,3826,16831,46872,9083, 0034641;00280, 01100;;;;19q13.1-q13.2;19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9orf72;HS043081;0.0000;1810;5;0;581;2;16648;203228;0005737,5634, 0008219;;;;;9p21.2;9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERVW-3;HS9089399;0.0000;1451;6;0;887;3;16648;100862696;;;;;;3q23;3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN2;HS043045;0.0000;1650;20;0;582;2;16648;2020;0016020,5634,43565,3700,30902,30901,7275,48666, 0045944;;;;;7q36;7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAGE1;HS045644;0.0000;880;2;0;582;2;16648;285782;;;;;;6p24.3;6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTRR;HS048235;0.0000;1976;4;0;582;2;16648;4552;0005829,45111,5634,30586,50660,10181,5506,50661,16709,34641,9235,9086,6555,32259, 0006805;;;;;5p15.31;5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-ATP6;HS085708;0.0000;2086;7;0;1194;4;16648;4508;0016021,276,15078,22857,6200,42776, 0022904;00190,5010,5012,1100, 05016;;;;;placenta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOXN1;HS055083;0.0000;851;1;0;277;1;16648;8456;0005634,5667,8301,3690,3705,43565,8134,6952,9790,8544,50673,1942,30216,2260,35878,122,9887,7389,51090,33081, 0048538;;;;;17q11-q12;17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WLS;HS054094;0.0000;832;3;0;277;1;16648;79971;0030659,31901,139,16021,5886,4871,9948,1707,90263,43123, 0016055;;;;;1p31.3;1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-ND1;HS085714;0.0000;915;4;0;583;2;16648;4535;0016021,5747,8137,6120, 0044281;00190,5012, 01100;;;;;placenta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2RY2;HS048611;0.0000;2071;3;0;889;3;16648;5029;0005887,45028,4872,6873,35589,7200,70257, 0042312;04080;;;;11q13.5-q14.1;11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HADH;HS046126;0.0000;644;8;0;278;1;16648;3033;0005759,5634,3857,70403, 0006635;00062,71,310,380,1100,1212,280, 00650;;;;4q22-q26;4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DST;HS085773;0.0000;2410;7;0;890;3;16648;667;0015629,30424,9925,5604,5938,31252,16023,5829,5789,31673,30056,16021,5882,45111,15630,35371,60053,5635,5634,30018,5509,51010,42803,7409,7155,7050,48870,31122,30198,31581,7229,45104,30011,226,31110,9611, 0008090;;;;;6p12.1;6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NINL;HS043648;0.0000;730;1;0;279;1;16648;22981;0005829,5874,5815,5509, 0000086;;;;;20p11.22-p11.1;20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABCA3;HS043159;0.0000;934;4;0;279;1;16648;21;0097208,97233,16021,5886,5524,42626, 0042493;02010;;;;16p13.3;16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFN1;HS049306;0.0000;1146;1;0;279;1;16648;5216;0005737,5856,5634,30036,8219,1843,30168,2576, 0006357;05131,4015,4810, 05132;;;;17p13.3;17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKR1C2;HS042511;0.0000;1230;2;0;586;2;16648;101930400, 1646;0005737,4032,32052,47086,16655,18636,4958,47115,71395,44597,7586,44598,8284,51897,42448,6693, 0034694;00980,5204, 00140;;;;10p15-p14;Un,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOX6;HS050309;0.0000;955;5;0;281;1;16648;55553;0005634,3677,43565,3700,44212,35051,51216,902,71560,48821,16458,1701,42692,7517,122,21778,61036,32332,2000741,45944,9791, 0006351;;;;;11p15.3;11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-ND3;HS085716;0.0000;1455;8;0;893;3;16648;4537;0016021,5747,8137,6120, 0044281;05012,190, 01100;;;;;placenta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POU3F4;HS049671;0.0000;738;1;0;282;1;16648;5456;0005634,3680,3690,3700,90103,21879,2001054,7605, 0006366;;;;;Xq21.1;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATP8A1;HS039742;0.0000;455;1;0;282;1;16648;10396;0042584,5783,16021,5886,15247,5524,19829,287,4012, 0045332;;;;;4p13;4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL1RAP;HS046860;0.0000;717;1;0;282;1;16648;3556;0005576,5887,4908,4871,6955,6954,42094, 0006461;04210, 04060;;;;3q28;3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDHC;HS047602;0.0000;1334;2;0;588;2;16648;3948;0005737,31514,4459,6754,44262,6096,19244,19516, 0030317;01100,10,640,270, 00620;;;;11p15.1;11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC30A8;HS042606;0.0000;1042;2;0;283;1;16648;169026;0016021,5886,30667,30658,42803,8270,5385,30073,32024,61088,60627,9749,34341,70555, 0032119;;;;;8q24.11;8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOXD3;HS045072;0.0000;797;2;0;283;1;16648;27022;0000790,5667,8301,3690,3705,977,1227,8134,48846,1658,51216,1892,48484,50935,1822,48937,30318,1755,7389,7422,45944,51090,48485, 0001829;;;;;1p31.3;1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIE1;HS053027;0.0000;709;1;0;284;1;16648;7075;0005887,5524,4714,1525,1701,7498,16525,30336,45026, 0032526;;;;;1p34-p33;1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTX1;HS042779;0.0000;708;2;0;284;1;16648;1840;0005829,5634,16874,5112,3713,8270,10001,45665,45581,7219,16567,8593, 0006366;04330;;;;12q24.13;12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAK1;HS048648;0.0000;3185;8;0;590;2;16648;5058;0030424,5829,30425,5925,5794,30426,14704,31965,5886,43234,1726,30018,5524,4674,31532,6915,7411,48754,32869,33554,16358,6887,38095,38096,45087,60244,7528,33148,43507,33138,51496,46777,43113,1666,31295,50852, 0042060;04010,4062,4014,4510,4360,5205,5120,4810,5211,4666,4012,4660, 04650;;;;11q13-q14;11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YY1;HS053416;0.0000;5612;5;0;1202;4;16648;7528;0031011,16363,5886,400,3723,1078,3713,3714,44212,8270,30154,34644,724,10225, 0007283;;;;;14q;14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP100;HS052710;0.0000;764;1;0;285;1;16648;6672;0005737,34399,5730,16605,3677,3713,3714,6978,60333,19048,43392,10596,46826,43433,122,45892,32897,51091,45893,45765,1902041,1902044,34097,32526,34340,48384,723,6351, 0060337;05168, 05203;;;;2q37.1;2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDCL;HS048695;0.0000;464;2;0;285;1;16648;5082;0061084,6457,7165, 0007601;;;;;9q12-q13;9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMAS;HS050586;0.0000;596;1;0;286;1;16648;55907;0005634,8781,9103, 0006054;01100, 00520;;;;12p12.1;12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIF3A;HS052174;0.0000;746;3;0;286;1;16648;64344;0005829,5654,5886,3677,3700,4871,61418, 0006366;;;;;19q13.32;19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCO2B1;HS040481;0.0000;843;1;0;287;1;16648;11309;0016324,16021,5886,15347, 0043252;;;;;11q13;11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAZ;HS052894;0.0000;1189;1;0;287;1;16648;6901;0016021,5743,5886,47184,60048,48738,35965,32049,42407,30097,42775,32981,7519, 0044281;00564;;;;Xq28;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIMS1;HS043664;0.0000;764;11;0;288;1;16648;22999;0030054,42734,46872,5083,17156,48791,14047,6886,61025,6461,45055,48169,42391,50896,16079, 0007601;04723, 04721;;;;6q12-q13;6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LNPEP;HS047698;0.0000;3101;20;0;901;3;16648;4012;0030659,5829,31905,5576,5887,5765,48471,4177,8237,8270,2480,7267,7565,30163,209, 0006508;04614;;;;5q15;5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LGALS2;HS047610;0.0000;633;2;0;290;1;16648;3957;0030246, 0016936;;;;;22q13.1;22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2RX2;HS043636;0.0000;1616;3;0;596;2;16648;22953;0043197,16021,16020,43025,14069,42734,43195,5524,46870,50897,5507,8144,4931,45340,16151,35091,1614,8270,48266,3029,7528,7274,30432,10524,50850,51291,51260,19228,33198,9743,1666,50909,48741, 0014832;04080, 04020;;;;12q24.33;12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRPC3;HS053138;0.0000;2219;14;0;596;2;16648;7222;0005887,70679,15279,7411,7602,30168,10524,33198, 0051592;;;;;4q27;4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPS15;HS038866;0.0000;1165;3;0;596;2;16648;6209;0022627,5654,3677,3723,3735,184,42274,56,6364,6614,6414,6413,6415, 0019083;03010;;;;19p13.3;19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCTR;HS051931;0.0000;718;1;0;291;1;16648;6344;0005881,5887,15055,7586, 0007588;04080,4972, 04976;;;;2q14.1;2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHMT1;HS052313;0.0000;995;1;0;291;1;16648;6470;0005829,5739,5634,16597,4372,8732,42803,30170,45329,46655,19264,6565,51289,51262,9113, 0035999;00260,460,630,670,1100,1200, 01230;;;;17p11.2;17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP27A1;HS042359;0.0000;2576;17;0;903;3;16648;1593;0005743,5759,47749,31073,20037,5506,8395,30343,6699,36378,8203,16125, 0006805;03320,1100, 00120;;;;2q35;2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZ12;HS044074;0.0000;668;1;0;292;1;16648;23512;0035098,1739,3682,42054,46872,35064,43565,16574,45596,122,8284, 0006351;;;;;17q11.2;17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC20A2;HS052596;0.0000;887;5;0;292;1;16648;6575;0005887,5315,4872,5436,1618,19048, 0009615;;;;;8p11.21;8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPB41;HS043095;0.0000;529;2;0;292;1;16648;2035;0019898,5794,5634,5886,43234,8091,14731,5545,30507,5200,30036,8015,30866, 0032092;04530;;;;1p33-p32;1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDAR;HS040143;0.0000;709;1;0;293;1;16648;10913;0045177,16021,5886,4888,6915,30154,8544,1942,42475,43473,42346, 0060662;04060;;;;2q13;2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELAVL3;HS042933;0.0000;533;1;0;293;1;16648;1995;0017091,166,30154, 0007399;;;;;19p13.2;19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAA2;HS039783;0.0000;454;1;0;294;1;16648;10449;0005743,5739,3988,6695,6631, 1901029;00062,280,1100,1212, 00071;;;;18q21.1;18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
