Common Name;Internal Identifier;Relative Entropy;Reference Entity Count;Entity Count;Query Entity Count;Reference Doc Count;Doc Count;Query Doc Count;Entrez Gene Identifier;GO Identifier;KEGG Identifier;ATC Code;Protein Domain;Protein Family;Cytoband;Chromosome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIP;HS053356;-0.0007;56147;85;0;13645;29;16648;7432;0005576,43025,5184,7589,7611,43066,43267,48662,10579,8284,1938,45732,45909,32880,51930, 0009966;04080;;;;6q25;6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLK3;HS046849;-0.0008;118003;14;0;28921;4;16648;354;0005576,4252,44267,16525, 0006508;05215, 05200;;;;19q13.41;19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL5;HS046871;-0.0008;32548;29;0;13213;7;16648;3567;0005615,5137,19221,6955,6954,30890,45645,51024,46427,50731,71803,51091, 0045893;05330,5320,4672,5321,4640,4060,4630,4664,5310, 04660;;;;5q31.1;5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASP9;HS054889;-0.0008;18116;19;0;10634;13;16648;842;0043293,5634,4197,8047,19901,17124,8635,71549,34644,7173,38095,8543,45087,8630,48011,48015,43065,43525,6508,2001020, 0042770;05012,5161,5210,4115,5014,5222,5212,5416,5213,5016,5223,5010,4370,4210,5200,5145,4151,5215,5164,5134, 05152;;;;1p36.21;1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB;HS047905;-0.0008;34901;17;0;13504;7;16648;4151;0020037,5506,19825,5344,50873,43353,7507,9725,42542,1666, 0031444;;;;;22q13.1;22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSF2;HS041765;-0.0008;60833;12;0;20977;5;16648;1437;0005576,5615,5129,71222,97028,1892,42045,6955,42116,43011,45918,2001240,8284,45740,10628,32747,10744,71803, 0042523;05146,4640,5132,5166,5202,5323,4060,4660,4650,4630,4664, 04668;;;;5q31.1;5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCAM1;HS053341;-0.0008;33641;24;0;11974;9;16648;7412;0071065,45177,5769,5783,9897,5615,30175,5794,16021,5902,2102,42383,50839,5178,8131,2526,7568,9308,30183,71333,60710,2544,7507,7157,60333,50901,22614,19048,42102,50776,1666,10212, 0007584;04514,5143,4064,5166,4668,5144, 04670;;;;1p32-p31;1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSPA1B;HS9090581;-0.0008;48989;122;0;15361;34;16648;3303, 3304;0016235,5829,5783,5739,16607,48471,30529,5524,44183,51082,1618,10467,6402,43066,30308,8285,2001240,90084,45648,42026,6986, 0009615;05164,5169,3040,4141,4612,5145,5134,5162,4144,4915,4010, 05020;;;;6p21.3;6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL1A;HS046857;-0.0008;30046;40;0;11680;19;16648;3552;0005829,5615,5507,5125,6915,8283,34605,19221,1660,6955,6954,8285,2001240,45766,51781,50715,45086,45840,45944,10575, 0046688;04010,4060,4210,4380,4640,5132,5323,5133,5152,4932,5020,5321,4940,5332,5164,5162, 05140;;;;2q14;2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRAS;HS047214;-0.0008;44100;16;0;14641;7;16648;3845;0045121,5739,5886,19003,19002,5525,3924,30036,186,7411,7596,19221,7173,38095,8543,45087,8286,50900,165,43524,48011,8284,10628,43406,51092,51000,35022,7265,48169,32228,51384,51385,35176,51146, 0008542;05034,5200,4530,5205,5211,5215,4720,4917,4912,4360,4960,4910,4015,5160,5210,5206,5213,4810,5216,5203,5218,5221,5219,5212,4916,5161,5220,5223,5214,5166,4012,4010,4370,4014,4650,4660,4540,4151,4320,4726,4664,4662,4725,4722,4062,4915,4914, 04730;;;;12p12.1;12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XDH;HS053399;-0.0008;24683;24;0;11214;13;16648;7498;0005829,5576,5777,51537,9055,50660,5506,43546,8762,4854,4855,6919,7595,45602,1937,10629,51898,1933,1900747,2001213,1900745,2000379,6195, 0009115;00230,4146,983,232, 01100;;;;2p23.1;2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBA52;HS9090628;-0.0008;38364;71;0;20247;50;16648;7311;0005829,22625,30666,10008,5765,5654,5886,5840,3735,187,31145,2479,97190,19221,6977,6281,16197,7173,38095,8543,82,7249,45087,34220,7254,2755,43066,42059,122,30512,32480,51436,48011,7220,7219,184,70423,43065,43123,51092,45944,32481,51437,209,61418,6614,50852,34166,34134,34138,34142,34146,34162,38123,38124,6367,7179,6412,6414,6413,6415,35666,19082,19083, 0019068;03010;;;;19p13.1-p12;19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2M;HS050809;-0.0009;39822;21;0;13441;9;16648;567;0031905,31901,5788,12507,9897,5576,5615,139,42612,30670,5886,2479,2480,2481,60333,1916,42026,50690,50776,46686,42493,2237,33077, 0016032;04612;;;;15q21-q22.2;15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERPINA1;HS049338;-0.0009;37019;14;0;13474;9;16648;5265;0005615,31093,5578,4867,6953,30168,2576,30162,46687,34097,32355,1666,10288,32496,33986, 0034014;04610;;;;14q32.1;14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLG;HS038651;-0.0009;31693;17;0;12939;10;16648;5340;0005615,31232,31093,4252,6915,44267,22617,42730,60716,71674,46716,45445,8285,2000048,10812,51918,30168,2576,51919,51603,42246,48771, 0060707;04610,5164,5150, 04080;;;;6q26;6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIF1A;HS046189;-0.0009;56261;84;0;12236;12;16648;3091;0005829,31514,5730,5654,5667,51879,988,46982,1077,3705,1076,43565,4871,44212,1525,19896,1922,3208,51216,6879,71347,21987,32963,2248,48546,71542,51541,35162,1892,61030,1837,42593,1947,42541,60574,6089,7595,42789,46716,30502,45926,2001054,43524,32007,1755,21502,7219,3151,32364,45766,32722,70101,1938,10634,45648,45821,46886,35774,2052,51000,10870,61419,30949,10575,43619,32909,14850,61298,10573, 0008542;04066,5200,5211,4150, 05205;;;;14q23.2;14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARP1;HS041717;-0.0009;30351;15;0;13921;9;16648;142;0005635,5730,5654,5667,3677,51287,3950,8270,6284,32869,42769,6302,122,16540,70212,40009,723,6367, 0007179;04064, 03410;;;;1q41-q42;1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPPB;HS048479;-0.0009;64880;55;0;14031;9;16648;4879;0005615,8613,7589,6182,16525,30308,35815,35810,7168,8217,50880,43114, 0042312;04270;;;;1p36.2;1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAU;HS049392;-0.0009;41266;51;0;12471;12;16648;5328;0009986,5615,5886,4252,7596,6935,42730,6508,33628,42127,10469,14910,2000097,1666,7165, 0014909;05206,5205,5202,4610, 04064;;;;10q22.2;10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NR3C1;HS045883;-0.0009;43164;50;0;12461;15;16648;2908;0005829,16020,5759,5654,4883,43565,3700,5496,8270,30325,16568,8211,60603,43525,31946,6111, 0006367;04080;;;;5q31.3;5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFNB1;HS046690;-0.0009;38651;13;0;13831;10;16648;3456;0005576,5615,5132,3714,6919,2250,42100,7596,71360,42742,51607,97194,6959,30101,8285,45581,2000552,46597,45071,32897,45089,33141,45944,45343,60338, 0060337;04151,4380,4620,4060,4622,4630,5160,4650,5142,5168,5161,4623,5164,5152, 05162;;;;9p21;9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACE;HS038018;-0.0009;56991;126;0;16280;34;16648;1636;0005768,9897,5615,16021,5886,3779,4180,31404,8144,4175,8237,8241,8270,2005,2003,50482,1974,44267,60218,42447,1822,32943,43171,6508,2019,14910,19229, 0042312;05142,4614, 05410;;;;17q23.3;17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSHB;HS053156;-0.0009;124034;357;0;42624;123;16648;7252;0005576,5179,9653,7267,44267,7186,16486,51592,43627, 0033189;04918,4080, 05320;;;;1p13;1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRC;HS052741;-0.0009;38839;30;0;14102;10;16648;6714;0005901,5856,5829,5770,5764,5743,5634,5524,20037,5178,4715,5070,7411,45453,60444,7155,7049,71393,7173,38096,8543,30900,45087,7243,50900,19048,2000811,43154,2001237,51895,2001243,32463,48011,48477,30168,90263,70374,33625,71803,51897,50847,46777,7265,45124,33146,43393,43114,70555,7172,31295, 0060065;04912,4510,4915,4520,5120,5100,4727,4062,5152,4144,4917,4370,5131,4810,4015,4540,4012,5205,5203,4530, 05161;;;;20q12-q13;20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLR4;HS053048;-0.0009;52336;90;0;14593;27;16648;7099;0010008,9897,5887,46696,48471,1530,1875,4888,187,2322,71223,71260,50829,16046,32497,7252,45087,32609,60729,42116,2755,70373,32689,32700,32707,32715,45671,32720,2537,30890,32722,70374,43123,50729,32727,45359,32728,32729,32732,32733,45084,32735,32755,45416,32757,46330,60907,45348,42346,51092,45429,51770,70430,70434,10572,45944,42535,32760,50707,42088,34134,34138,34142,38123,38124, 0035666;04151,4066,4620,5132,5130,5133,5134,5142,5144,4145,5152,4064,5146,5145,5161,5162,5164,5205,5140,5323, 05321;;;;9q33.1;9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KDR;HS047168;-0.0009;37625;53;0;12940;16;16648;3791;0030054,16023,5769,9897,5576,5794,5887,45121,5634,5524,51879,4716,5021,48754,55074,35584,45165,48469,2042,35162,45446,3158,48286,1945,19048,2000352,1541,38083,45766,10595,1938,70374,51894,2053,51770,14068,50927,1934,2001214,8360,43129,48010, 0001570;04144,5205,4370,4014,4151,4015,4510, 04060;;;;4q11-q12;4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAT3;HS052791;-0.0009;43805;30;0;13123;14;16648;6774;0005829,5654,5886,5509,4879,46983,19901,43565,44212,6953,48708,8283,6928,42755,1754,42593,70102,60397,19048,122,48011,16310,45747,45944,6606,60019,40014,42493,32355,45471,19953,19827, 0001659;04066,4630,4920,5145,5160,5169,5200,5212,5206,5221,5321,4062,4917,5162,5203,5205, 05161;;;;17q21.31;17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPT;HS045753;-0.0009;23777;58;0;20094;47;16648;2875;0005829,4021,30170,8652,34641,6094, 0042853;01210,250,1230, 01100;;;;8q24.3;8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAS;HS081899;-0.0009;28007;18;0;14762;10;16648;355;0031265,9986,5829,9897,5576,16021,45121,5634,4872,4871,4888,6919,6924,19724,71455,71285,71260,97191,8625,10467,2377,6925,43066,50869,45060,51402,43065,10940,32464,6461,51260,2001239,45619,45637,3014,51384,9636,48536, 0006927;04650,4010,4932,4668,4210,4940,5142,5010,5143,5162,5161,4060,4115,5332,5330,5320,5205,5168,5200, 05164;;;;10q24.1;10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL17A;HS046911;-0.0009;41620;68;0;13202;17;16648;3605;0009897,5615,5125,6915,7267,71347,72537,6955,6954,1900017,32747,45672,45944, 0006486;04060,5321, 05323;;;;6p12;6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APOA1;HS046399;-0.0009;43432;33;0;13426;16;16648;335;0005829,5769,71682,5788,5634,5886,34774,34366,34361,1540,15485,17127,8035,55102,60228,5543,5548,30325,43534,6695,33344,42632,70508,8203,1935,7186,8211,34380,34384,34375,19915,42158,42157,60354,2740,34115,50728,50713,60192,10804,10903,31100,18206,14012,6656,33700,55091,7603,30168,2576,10873,51345,51347,18158,50821,32489,30300,1932,42493,43627,7584,1523,43691, 0070328;04975,5143,4977, 03320;;;;11q23-q24;11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTPRC;HS051405;-0.0009;24558;20;0;13482;15;16648;5788;0009897,5925,5887,45121,5001,7411,42100,50853,48539,51607,2244,2378,6933,1960,6469,1915,50857,30890,2000473,45860,2000648,42102,51726,51209,48864,30217, 0050852;04660,4514,4666, 05340;;;;1q31-q32;1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALM3;HS054150;-0.0009;62535;129;0;19186;43;16648;801,805, 808;0005813,5829,5576,5654,5886,30017,5876,922,5509,72542,7202,5513,7173,38095,8543,6006,5980,45087,43647,6936,60315,48011,46209,30168,2576,30801,51343,32516,35307,60316,10881,1901844,32465,2027,50999,22400,1975,51412,16056, 0007268;04740,4728,4720,4722,4261,4744,4910,4020,4915,5031,5010,4971,5034,4713,4015,4070,4014,5133,5214,4270,4114,4912,4916,4970, 05152;;;;19q13.2-q13.3;19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSF3;HS041772;-0.0009;74325;13;0;21769;7;16648;1440;0005615,5125,5130,71222,19221,30851,6955,1901215,2000251,30838,8284,33138,50731,14068,32092,51897,42993, 0045944;04630,5144,4151,4060, 04640;;;;17q11.2-q12;17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERBB2;HS043136;-0.0009;98726;12;0;28443;6;16648;2064;0016324,16323,10008,16021,5634,48471,43235,5524,5006,43125,46982,4716,1042,7411,8283,38095,8543,7507,45087,30879,8045,42552,33088,7528,48011,7422,14065,45785,30307,50679,43406,32321,45943,45945,45727,46777,45765,70372,32886,6351, 0042060;05215,5219,5205,5200,5206,4510,5212,4012,4066,5213,4520,4020, 05223;;;;17q12;17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFP;HS042692;-0.0010;43422;23;0;14508;14;16648;174;0005737,5615,46872,1542,42448,60395, 0006810;04390;;;;4q13.3;4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPPA;HS048478;-0.0010;84722;20;0;18667;9;16648;4878;0005576,5615,42629,5634,48471,5179,14898,6182,7565,30308,7168,8217,50880,32868, 0006367;04270, 04066;;;;1p36.21;1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPK1;HS050600;-0.0011;27204;38;0;15740;25;16648;5594;0005901,5829,32839,5769,5925,5794,5770,15630,5815,5739,5654,43204,31143,5819,5524,3677,4707,8353,187,186,6915,7411,50853,72584,7049,19858,7173,70371,38095,38096,8543,45087,8286,60397,60716,31663,33598,189,19048,2755,45596,48011,9887,18105,30168,30335,8284,10800,45893,45727,7265,51493,2000641,90170,51090,32872,6974,70849,43627,43330,9636,19233,51403,7268,50852,34166,34134,34138,34142,34146,34162,38123,38124,6351, 0035666;04912,4960,4723,4914,5131,5140,4726,5145,4810,4730,4915,5034,4650,4012,4916,4930,4662,4917,4360,5160,5223,5211,5215,5142,5213,5020,5203,5214,5205,5200,5161,5164,4724,5133,5010,5132,4910,4151,4114,4380,4014,4010,4370,4066,4015,5212,5206,5210,5216,5219,5218,5220,5152,5221,4660,4713,4666,4725,4540,4722,4668,4720,4664,4062,4270,4620,4320,4520,4261,4510,4350,4621, 04150;;;;22q11.21;22,,,,,,,,,,,,,,,,,,,
NOS3;HS081910;-0.0011;56881;77;0;15924;26;16648;4846;0005901,5856,5829,30666,139,5634,34618,46870,50660,10181,20037,5506,50661,3958,4517,34617,1525,6527,7596,1974,43542,1701,51701,31663,30324,7005,45776,51926,8285,1902042,51346,14740,10544,43267,6809,7263,1542,90382,45766,31284,45909,50880,50999,2028,3100,3057,34405,9408, 0014806;00330,4020,4066,4151,1100,4915, 04370;;;;7q36;7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADIPOQ;HS056417;-0.0011;69466;74;0;15182;16;16648;9370;0009986,5581,5783,5615,5125,5179,42802,33691,33211,50873,71320,35690,71872,32869,7623,70994,6635,6091,42593,6006,34383,51899,60081,45776,2000279,70373,45599,45721,30853,34115,46888,43124,50728,90317,45715,10745,45650,43407,2000590,50765,2000584,31953,14912,48662,50805,45892,32720,10804,45777,2000481,10875,45923,46326,2000467,43123,32757,2000478,71639,33034,50731,10739,2000534,70208,51260,72659,14823,45471,51384,9749,1666,70543,7584,9744, 0034612;03320,4930,4920, 04932;;;;3q27;3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3;HS039018;-0.0011;41848;23;0;17772;11;16648;718;0005615,70062,5886,31715,4866,6957,6958,6631,7186,6954,10951,1970,45766,45745,10828,10884,50766,1934,1798,10575,30449, 0010866;05140,4610,4145,5152,5142,5134,5150,5322,5133,5203, 05168;;;;19p13.3-p13.2;19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APOB;HS046443;-0.0011;49324;29;0;15684;16;16648;338;0034360,30669,5829,5769,71682,5788,5789,31904,10008,34363,34362,34359,5886,34361,17127,8201,50750,5543,48844,7596,71379,71356,33344,42632,8203,9566,1701,50900,42158,42159,42157,42953,34383,34374,7399,7603,10886,10744,9791,6898,45540,9743,32496,10269,9615,1523,30317,7283,19433,6642, 0034379;04977, 04975;;;;2p24-p23;2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMP9;HS048024;-0.0011;83090;260;0;23360;54;16648;4318;0005615,5578,5518,4222,8270,30574,7566,22617,30225,43065,51549,6508, 0001501;05200,5206,4668,5219,5205,4670,5161,5202, 04915;;;;20q11.2-q13.1;20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAC1;HS052857;-0.0012;68394;122;0;24786;57;16648;6863;0030424,5615,43025,5886,8306,7267,9582,7204,6954,7320,7616,10459,7218,45760,2675,2000854,10634,50671,35815,46878,51496,32224,32230,8217,9725,32496,43278,48265,19233,7268, 0007217;04080;;;;7q21-q22;7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCND1;HS051608;-0.0012;48861;48;0;17175;16;16648;595;0000307,5829,16020,5654,5923,16538,4672,60070,51301,30968,45444,82,7595,33327,1889,60749,33598,31571,30857,30178,31100,45737,33601,320,51592,51412,42493,43627,45471,10039,32026,10243,70141,33197, 0010165;05205,5200,5166,5206,5162,5213,5214,4115,5215,5216,5218,5219,5220,5222,5221,4917,4510,4310,4110,5161,5416,5210,4390,4630,4151,5223,5212, 05203;;;;11q13;11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
