Common Name;Internal Identifier;Relative Entropy;Reference Entity Count;Entity Count;Query Entity Count;Reference Doc Count;Doc Count;Query Doc Count;Entrez Gene Identifier;GO Identifier;KEGG Identifier;ATC Code;Protein Domain;Protein Family;Cytoband;Chromosome
ABCB1;HS049322;0.0050;98709;6;0;22711;2;243;5243;0016324, 0009986, 0000139, 0016021, 0046581, 0005524, 0042626, 0008559, 0006855, 0000086, 0072089;02010, 04976, 05206;;;;7q21.12;7
IFNA13;HS070323;0.0049;114072;11;0;42314;3;243;3439, 3447;0005576, 0005615, 0005132, 0007596, 0051607, 0060338, 0060337;04151, 04630, 05152, 04060, 05161, 05160, 04140, 05164, 05168, 05320, 04622, 05162, 04623, 04650, 04620;;;;9p22;9
HP;HS046323;0.0049;13057;1;0;6451;1;243;3240;0071682, 0005576, 0005615, 0031838, 0016209, 0003824, 0030492, 0004252, 0006953, 0006879, 0006952, 0042742, 0008152, 2000296, 0051354, 0010942, 0006508, 0042542;;;;;16q22.2;16
TGFA;HS052994;0.0046;26600;13;0;6839;1;243;7039;0016323, 0009986, 0031410, 0005615, 0016021, 0005634, 0048471, 0005154, 0008083, 0004708, 0001525, 0008283, 0007173, 0060749, 0043066, 0051781, 0045741, 0050679, 0045840, 0042493, 0042060;05215, 04012, 05223, 05200, 05212, 05214, 05211;;;;2p13;2
SLC6A4;HS052523;0.0046;28989;1;0;6871;1;243;6532;0005829, 0012505, 0010008, 0005887, 0045121, 0043005, 0051015, 0019811, 0005335, 0048854, 0071321, 0071300, 0007623, 0007613, 0021941, 0045665, 0046621, 0032227, 0045787, 0010628, 0051260, 0051259, 0042493, 0032355, 0001666, 0007584, 0009636, 0051610, 0035176, 0042713, 0021794, 0042310;04726;;;;17q11.2;17
SNCA;HS052659;0.0044;27764;1;0;7269;1;243;6622;0015629, 0030424, 0005938, 0030054, 0030659, 0005829, 0043205, 0005794, 0030426, 0016234, 0005739, 0005640, 0005634, 0048471, 0005886, 0005840, 0005791, 0008021, 0043195, 0005509, 0005507, 0043027, 0008198, 0042393, 0000287, 0016491, 0005543, 0051219, 0048156, 0008270, 0006919, 0008344, 0007568, 0048148, 0071280, 0071872, 0044344, 0034599, 0042416, 0051583, 0043206, 0006631, 0060291, 0001774, 0042775, 0007006, 0043066, 0045963, 0051585, 0045920, 0035067, 0031115, 0032769, 0043524, 0051622, 0010642, 0001933, 0051612, 0070495, 0032410, 0006638, 0006644, 0045807, 0060732, 0001956, 0033138, 0071902, 0001921, 0051281, 0031648, 0031623, 0050812, 0014059, 0060079, 0014048, 0040012, 0048169, 0043030, 0010517, 0042493, 0034341, 0070555, 0010040, 0032496, 0032026, 0050808, 0048488;05010, 05012;;;;4q21;4
TAC1;HS052857;0.0043;68394;3;0;24786;2;243;6863;0030424, 0005615, 0043025, 0005886, 0008306, 0007267, 0009582, 0007204, 0006954, 0007320, 0007616, 0010459, 0007218, 0045760, 0002675, 2000854, 0010634, 0050671, 0035815, 0046878, 0051496, 0032224, 0032230, 0008217, 0009725, 0032496, 0043278, 0048265, 0019233, 0007268, 0007217;04080;;;;7q21-q22;7
CXCL12;HS051965;0.0043;27476;1;0;7329;1;243;6387;0009897, 0005576, 0005615, 0008009, 0045236, 0001667, 0008015, 0007420, 0007155, 0006874, 0070098, 0006935, 0007186, 0007281, 0008354, 0006955, 0050930, 0008045, 1902230, 2000107, 0001569, 0090026, 0008064, 0009615, 0042098;05323, 04064, 04670, 04060, 04062, 04360, 04672;;;;10q11.1;10
ENO2;HS043061;0.0042;18935;3;0;7505;1;243;2026;0005829, 0043204, 0000015, 0001917, 0005886, 0000287, 0004634, 0006094, 0006096, 0044281;01230, 04066, 03018, 00010, 01100, 01200;;;;12p13;12
IL18;HS046912;0.0042;31516;1;0;7541;1;243;3606;0016324, 0005829, 0005576, 0005615, 0005125, 0001525, 0007267, 0071320, 0070301, 0071346, 0071260, 0071407, 0071374, 0071375, 0071356, 0042033, 0050966, 0048546, 0042253, 0006954, 0042095, 0042231, 0042094, 0031663, 0030324, 0000165, 0030101, 0001649, 0042104, 2000504, 0032722, 0032967, 0010628, 0032725, 0050729, 0032729, 0032731, 0032740, 0032757, 2000256, 0032819, 0043525, 0042346, 0051142, 0032930, 0034105, 0032760, 0043117, 0030155, 0009409, 0055093, 0001666, 0009314, 0030431, 0042088, 0042092;05132, 05143, 04621, 04623, 05152, 05144, 04060, 05164, 05321, 05134, 05323;;;;11q22.2-q22.3;11
